SG_UE,NM_UE,SG_UF,NM_URNA_CANDIDATO,SG_PARTIDO,DS_SIT_TOT_TURNO,NR_TURNO
91430,RIO BRILHANTE,MS,LUCAS FORONI,MDB,ELEITO,1
91472,RIO VERDE DE MATO GROSSO,MS,ZÉ DE OLIVEIRA,MDB,ELEITO,1
05932,BREJO GRANDE DO ARAGUAIA,PA,JESUALDO,PDT,ELEITO,1
10596,CRISTALÂNDIA DO PIAUÍ,PI,MOISÉS FILHO,PTB,ELEITO,1
74705,RAMILÂNDIA,PR,EDSON DOS SANTOS,DEM,ELEITO,1
20737,LUCENA,PB,LEO BANDEIRA,SOLIDARIEDADE,ELEITO,1
38393,RIO DO PIRES,BA,VÂNIO DE GILDÁSIO,PP,ELEITO,1
15610,SOLONÓPOLE,CE,ANA VLADIA,PSD,ELEITO,1
74683,QUATRO PONTES,PR,JOÃO LAUFER,MDB,ELEITO,1
88498,SANTA VITÓRIA DO PALMAR,RS,WELLINGTON BACELO,MDB,ELEITO,1
08575,PASSAGEM FRANCA,MA,MARLON TORRES,PTB,ELEITO,1
16730,FELIPE GUERRA,RN,SALOMAO GOMES,PL,ELEITO,1
48054,MARLIÉRIA,MG,HAMILTON LIMA,REPUBLICANOS,ELEITO,1
46213,INIMUTABA,MG,EMERSOMM,CIDADANIA,ELEITO,1
73172,NOVO JARDIM,TO,ZE DA PEDRA,PV,ELEITO,1
86762,GRAMADO DOS LOUREIROS,RS,ARTUR,PSB,ELEITO,1
70017,SALESÓPOLIS,SP,VANDERLON,PL,ELEITO,1
03107,UIRAMUTÃ,RR,TUXAUA BENISIO,REDE,ELEITO,1
74918,CARLÓPOLIS,PR,HIROSHI KUBO,PSD,ELEITO,1
20338,IBIARA,PB,NENIVALDO BARROS,CIDADANIA,ELEITO,1
75361,FOZ DO JORDÃO,PR,CLEI,PSB,ELEITO,1
90379,BATAGUASSU,MS,AKIRA OTSUBO,MDB,ELEITO,1
91820,JUTI,MS,GILSON CRUZ,PSD,ELEITO,1
19496,BONITO DE SANTA FÉ,PB,CENINHA LUCENA,PODE,ELEITO,1
31410,ESTÂNCIA,SE,DR GILSON ANDRADE,PSD,ELEITO,1
76953,MARMELEIRO,PR,PAULO JAIR PILATI,MDB,ELEITO,1
98256,PAROBÉ,RS,DIEGO PICUCHA,PDT,ELEITO,1
85154,ANTÔNIO PRADO,RS,ROBERTO DALLE MOLLE,PP,ELEITO,1
85324,SÃO JOSÉ DO HORTÊNCIO,RS,ESTER DILL KOCH,DEM,ELEITO,1
86592,FELIZ,RS,JUNIOR FREIBERGER,PSD,ELEITO,1
11053,JERUMENHA,PI,JUNIOR NATO,PL,ELEITO,1
80098,ÁGUAS DE CHAPECÓ,SC,CANICO,PL,ELEITO,1
63410,COLINA,SP,DIEB,PSDB,ELEITO,1
87238,JAGUARI,RS,BETO TURCHIELLO,MDB,ELEITO,1
43990,CÓRREGO NOVO,MG,EDER FRAGOSO,PDT,ELEITO,1
52116,SANTO HIPÓLITO,MG,DARIO,PSB,ELEITO,1
61050,AGUAÍ,SP,ALEXANDRE ARAÚJO - NÊ,PSDB,ELEITO,1
15954,ITAREMA,CE,ELIZEU MONTEIRO,PDT,ELEITO,1
75647,SERRANÓPOLIS DO IGUAÇU,PR,IVO ROBERTI,PDT,ELEITO,1
46973,JACUTINGA,MG,ARAUJO,SOLIDARIEDADE,ELEITO,1
81388,BOM JESUS,SC,RAFAEL,PL,ELEITO,1
42439,CAPELA NOVA,MG,ADELMO,DEM,ELEITO,1
40444,MATIAS CARDOSO,MG,MAURELIO,AVANTE,ELEITO,1
67717,NOVO HORIZONTE,SP,FABIANO BELENTANI,PL,ELEITO,1
15415,SANTANA DO ACARAÚ,CE,MEU DEUS,PL,ELEITO,1
28070,MONTEIRÓPOLIS,AL,MAILSON MENDONÇA,PL,ELEITO,1
18198,RUY BARBOSA,RN,TIQUINHO,PSDB,ELEITO,1
04774,JURUTI,PA,DONA LUCIDIA,MDB,ELEITO,1
75272,CORONEL VIVIDA,PR,ANDERSON BARRETO,PDT,ELEITO,1
46957,JACUÍ,MG,DI PROFESSORA,PSD,ELEITO,1
37559,NOVA CANAÃ,BA,DR MARIVAL,PP,ELEITO,1
28916,SENADOR RUI PALMEIRA,AL,JEANE MOURA,MDB,ELEITO,1
16756,FLORÂNIA,RN,GALO,PSDB,ELEITO,1
74187,BRASILÂNDIA DO SUL,PR,ALEX CAVALCANTE,PSD,ELEITO,1
03050,ALTO ALEGRE,RR,PEDRO HENRIQUE MACHADO,PSD,ELEITO,1
74934,CASCAVEL,PR,LEONALDO PARANHOS,PSC,ELEITO,1
38636,SANTA MARIA DA VITÓRIA,BA,TONHO DE ZE DE AGDONIO,PL,ELEITO,1
62510,BRAGANÇA PAULISTA,SP,JESUS CHEDID,DEM,ELEITO,1
85545,ALEGRIA,RS,DRA TERESINHA,MDB,ELEITO,1
33960,CABACEIRAS DO PARAGUAÇU,BA,PEDRO DE PAULINHO,PSD,ELEITO,1
86770,GETÚLIO VARGAS,RS,SOLIGO,PP,ELEITO,1
14117,IGUATU,CE,EDNALDO LAVOR,PSD,ELEITO,1
81353,IBIRAMA,SC,ADRIANO POFFO POFFO,MDB,ELEITO,1
63452,CONCHAL,SP,VANDO MAGNUSSON,PSDB,ELEITO,1
68918,PITANGUEIRAS,SP,MARQUINHO SORIANO,CIDADANIA,ELEITO,1
90034,ÁGUA CLARA,MS,GEROLINA,PSD,ELEITO,1
49778,PEDRA DO INDAIÁ,MG,MATEUS,SOLIDARIEDADE,ELEITO,1
52396,SÃO GONÇALO DO SAPUCAÍ,MG,BRIAN DA SAPUCANET,PSL,ELEITO,1
07625,GOVERNADOR LUIZ ROCHA,MA,ZEZÃO,PSDB,ELEITO,1
07633,CODÓ,MA,DR ZÉ FRANCISCO,PSD,ELEITO,1
77135,NOSSA SENHORA DAS GRAÇAS,PR,CLODOALDO,PSD,ELEITO,1
88820,MARQUES DE SOUZA,RS,FABIO  MERTZ,PP,ELEITO,1
81612,ITAJAÍ,SC,VOLNEI MORASTONI,MDB,ELEITO,1
53155,SENADOR JOSÉ BENTO,MG,FERNANDO,PATRIOTA,ELEITO,1
20699,LASTRO,PB,DR ATHAIDE,CIDADANIA,ELEITO,1
27030,ANADIA,AL,CELINO ROCHA,PP,ELEITO,1
19712,CACIMBA DE DENTRO,PB,NELINHO COSTA,CIDADANIA,ELEITO,1
37710,PALMEIRAS,BA,RICARDO GUIMARÃES,PSD,ELEITO,1
03123,PACARAIMA,RR,JULIANO TORQUATO,REPUBLICANOS,ELEITO,1
75116,MANGUEIRINHA,PR,ELIDIO,PSDB,ELEITO,1
12432,LAGOINHA DO PIAUÍ,PI,KELLY ALENCAR,PTB,ELEITO,1
66451,LORENA,SP,SYLVINHO BALLERINI,PSDB,ELEITO,1
87432,MATA,RS,ROGERIO KUHN,PP,ELEITO,1
61883,SÃO JOÃO DE IRACEMA,SP,BIDILA,MDB,ELEITO,1
86819,GRAMADO,RS,NESTOR TISSOT,PP,ELEITO,1
08931,SAMBAÍBA,MA,FATIMA DANTAS,PP,ELEITO,1
13064,GRAÇA,CE,IRALDICE MÃO CHEIROSA,PDT,ELEITO,1
17434,MACAU,RN,DR ZÉ ANTÔNIO,DEM,ELEITO,1
56227,VILA VALÉRIO,ES,DAVI,PP,ELEITO,1
13404,BARROQUINHA,CE,JAIME VERAS,PDT,ELEITO,1
07501,CONCEIÇÃO DO LAGO-AÇU,MA,ALEXANDRE LAVEPEL,PL,ELEITO,1
02917,AMATURÁ,AM,ZEZINHO EUFRASIO,PROS,ELEITO,1
41084,MONTE FORMOSO,MG,JUCA DO SINDICATO,REPUBLICANOS,ELEITO,1
48577,MONTE AZUL,MG,DR. PAULO,MDB,ELEITO,1
38130,PRESIDENTE DUTRA,BA,ROBERTAO,MDB,ELEITO,1
62871,CAJOBI,SP,GUSTAVO,PSDB,ELEITO,1
63290,CERQUEIRA CÉSAR,SP,DIEGO CINTO,MDB,ELEITO,1
40916,ASTOLFO DUTRA,MG,BRUNO RIBEIRO,MDB,ELEITO,1
48615,MONTE CARMELO,MG,PAULO ROCHA,PSD,ELEITO,1
42285,JENIPAPO DE MINAS,MG,COCA,AVANTE,ELEITO,1
38199,QUIJINGUE,BA,NININHO GOIS,PL,ELEITO,1
92169,MORRO AGUDO DE GOIÁS,GO,NATAIR,PSD,ELEITO,1
19143,MATINHAS,PB,BENEDITO,CIDADANIA,ELEITO,1
15393,SABOEIRO,CE,MARCONDES FERRAZ,PDT,ELEITO,1
28355,PIAÇABUÇU,AL,DJALMA BELTRÃO,REPUBLICANOS,ELEITO,1
66737,MANDURI,SP,NIVALDO,DEM,ELEITO,1
59315,PATY DO ALFERES,RJ,JUNINHO BERNARDES,PSC,ELEITO,1
75892,IBAITI,PR,DR. ANTONELY,REPUBLICANOS,ELEITO,1
39179,TABOCAS DO BREJO VELHO,BA,FLAVIO FOGÃO GOIANO,PP,ELEITO,1
55026,LAGUNA CARAPÃ,MS,ADEMAR DALBOSCO,MDB,ELEITO,1
10839,FRANCISCO SANTOS,PI,DR LUIS JOSÉ,PSD,ELEITO,1
62472,BORBOREMA,SP,VLADIMIR ADABO,PATRIOTA,ELEITO,1
83615,TREZE DE MAIO,SC,NENEM BARDINI,MDB,ELEITO,1
85758,CAMPINAS DO SUL,RS,PAULO BATTISTI,PTB,ELEITO,1
45071,FELÍCIO DOS SANTOS,MG,RICARDO ROCHA,PSDB,ELEITO,1
08044,PAULINO NEVES,MA,RAIMUNDINHO LIDIO,REPUBLICANOS,ELEITO,1
23000,QUIXABA,PE,ZÉ PRETINHO,AVANTE,ELEITO,1
39977,VÁRZEA DA ROÇA,BA,DANILLO SALES,PC do B,ELEITO,1
25933,TACAIMBÓ,PE,ÁLVARO MARQUES,PT,ELEITO,1
94617,MIRACEMA DO TOCANTINS,TO,CAMILA FERNANDES,MDB,ELEITO,1
31330,CRISTINÁPOLIS,SE,SANDRO DE JESUS,PT,ELEITO,1
93831,GUARANI DE GOIÁS,GO,JANÉZIO,MDB,ELEITO,1
04570,CURUÇÁ,PA,TARRAFA,MDB,ELEITO,1
89818,NOVA BRASILÂNDIA,MT,MARILZA,MDB,ELEITO,1
28533,RIO LARGO,AL,GILBERTO GONÇALVES,PP,ELEITO,1
08370,MONÇÃO,MA,CLAUDIA SILVA,PL,ELEITO,1
78514,SANTA IZABEL DO OESTE,PR,JEAN CATTO,PSC,ELEITO,1
17671,OLHO D'ÁGUA DO BORGES,RN,MARIA HELENA,PSDB,ELEITO,1
87823,SÃO PEDRO DO BUTIÁ,RS,SEP,PT,ELEITO,1
63517,COROADOS,SP,TEREZINHA,DEM,ELEITO,1
09571,SANTA INÊS,MA,FELIPE DOS PNEUS,REPUBLICANOS,ELEITO,1
69477,REDENÇÃO DA SERRA,SP,JUCIMAR,PL,ELEITO,1
41351,BIAS FORTES,MG,FABRICIO,PP,ELEITO,1
61514,APARECIDA D'OESTE,SP,IZAIAS,DEM,ELEITO,1
93459,DOIS IRMÃOS DO TOCANTINS,TO,JOÃO CARLOS,PSD,ELEITO,1
42536,CAPITÃO ENÉAS,MG,REI,SOLIDARIEDADE,ELEITO,1
90247,SÃO JOSÉ DO XINGU,MT,DR SANDRO,DEM,ELEITO,1
63576,COSMÓPOLIS,SP,JUNIOR FELISBINO,PP,ELEITO,1
14451,JATI,CE,MONICA MARIANO,PSD,ELEITO,1
17019,JANDUÍS,RN,SALOMAO GURGEL,PSOL,ELEITO,1
92967,CASTELÂNDIA,GO,MARCOS DA FARMACIA,MDB,ELEITO,1
86495,ESTÂNCIA VELHA,RS,DIEGO FRANCISCO,PSDB,ELEITO,1
71730,TAPIRATIBA,SP,RAMON,CIDADANIA,ELEITO,1
46370,ITABIRITO,MG,ORLANDO CALDEIRA,CIDADANIA,ELEITO,1
74578,BOA ESPERANÇA,PR,JOEL BUSCARIOL,MDB,ELEITO,1
27170,BELO MONTE,AL,DALMINHO,PTB,ELEITO,1
56499,IBIRAÇU,ES,DIEGO KRENTZ,PP,ELEITO,1
93394,DAVINÓPOLIS,GO,DIOGO,PODE,ELEITO,1
76171,ITAPEJARA D'OESTE,PR,SCHMOLLER,PSC,ELEITO,1
00450,CABIXI,RO,IZAEL,PP,ELEITO,1
80110,ÁGUAS MORNAS,SC,OMERO PRIM,MDB,ELEITO,1
82015,MAJOR GERCINO,SC,VALMOR DO PITA,PSL,ELEITO,1
67458,NARANDIBA,SP,ITAMAR,PSDB,ELEITO,1
48259,MEDEIROS,MG,CHIQUINHO,PTB,ELEITO,1
15059,PARACURU,CE,BEIM,PDT,ELEITO,1
58300,CARAPEBUS,RJ,BERNARD TAVARES,REPUBLICANOS,ELEITO,1
38997,SEBASTIÃO LARANJEIRAS,BA,DR PEDRO,PSB,ELEITO,1
80500,ÁGUAS FRIAS,SC,DINHO,MDB,ELEITO,1
46450,ITAIPÉ,MG,SANDÃO,PP,ELEITO,1
75396,DIAMANTE DO NORTE,PR,ELIEL CORREA,PSD,ELEITO,1
81930,LEOBERTO LEAL,SC,VITOR NORBERTO ALVES,MDB,ELEITO,1
05916,PACAJÁ,PA,ANDRÉ REZENDE,PSC,ELEITO,1
39632,VERA CRUZ,BA,VINICIUS,MDB,ELEITO,1
01074,CRUZEIRO DO SUL,AC,ZEQUINHA LIMA,PP,ELEITO,1
82619,PONTE ALTA,SC,EDSON WOLINGER,REPUBLICANOS,ELEITO,1
88323,HERVEIRAS,RS,NAZARIO KUENTZER,PTB,ELEITO,1
81914,LEBON RÉGIS,SC,DOUGLAS MELLO,PDT,ELEITO,1
73393,SÃO SALVADOR DO TOCANTINS,TO,EDMAR DA CONSTRUÇÃO,PT,ELEITO,1
17973,PENDÊNCIAS,RN,FLAUDIVAN,MDB,ELEITO,1
05576,SOURE,PA,GUTO GOUVEA,PL,ELEITO,1
39551,UTINGA,BA,JOYUSON VIEIRA,PSB,ELEITO,1
21490,PUXINANÃ,PB,FELIPE COUTINHO,REPUBLICANOS,ELEITO,1
14834,MULUNGU,CE,ROBERT VIANA,PL,ELEITO,1
86339,ENCANTADO,RS,CONZATTI E JONAS,PSDB,ELEITO,1
49450,PARAISÓPOLIS,MG,ÉVERTON DE ASSIS,REPUBLICANOS,ELEITO,1
88722,TABAÍ,RS,ARSENIO CARDOSO,DEM,ELEITO,1
84840,TUNAS,RS,PAULO REUTER,PTB,ELEITO,1
50610,PRESIDENTE BERNARDES,MG,OLIVINHO,PSDB,ELEITO,1
07331,BARREIRINHAS,MA,DR AMÍLCAR,PC do B,ELEITO,1
63053,CAPÃO BONITO,SP,JULIO FERNANDO,PODE,ELEITO,1
13110,ALTANEIRA,CE,DARIOMAR,PT,ELEITO,1
56111,ARACRUZ,ES,DR COUTINHO,CIDADANIA,ELEITO,1
63231,CATANDUVA,SP,PADRE OSVALDO,PSDB,ELEITO,1
13056,ACOPIARA,CE,ANTÔNIO ALMEIDA,MDB,ELEITO,1
75230,CORBÉLIA,PR,DR. GIOVANI,MDB,ELEITO,1
75108,ARAPUÃ,PR,DEODATO MATIAS,MDB,ELEITO,1
40517,ANDRADAS,MG,MARGOT PIOLI,CIDADANIA,ELEITO,1
68578,PIEDADE,SP,GERALDINHO,MDB,ELEITO,1
12416,JUAZEIRO DO PIAUÍ,PI,WILSON GOMES,PC do B,ELEITO,1
13617,CARIRÉ,CE,ANTONIO MARTINS,PDT,ELEITO,1
04820,SÃO JOÃO DA PONTA,PA,PASTOR FLORIANO,MDB,ELEITO,1
30830,CAPIM GROSSO,BA,SIVALDO,PSD,ELEITO,1
11118,LANDRI SALES,PI,DELISMON,PP,ELEITO,1
04243,SANTA BÁRBARA DO PARÁ,PA,MARCÂO,MDB,ELEITO,1
10502,SÃO BRAZ DO PIAUÍ,PI,DEBERAH CARDOSO,MDB,ELEITO,1
80632,CAMPO ALEGRE,SC,ALICE GROSSKOPF,MDB,ELEITO,1
80756,CAPINZAL,SC,DORINI,MDB,ELEITO,1
31976,PACATUBA,SE,MANUELLA MARTINS,PSC,ELEITO,1
95133,PALMELO,GO,RENATO DAMÁSIO,PODE,ELEITO,1
82210,NAVEGANTES,SC,LIBA DO TOP HAUS,DEM,ELEITO,1
71234,SARAPUÍ,SP,PROFESSOR GUSTAVO,PSDB,ELEITO,1
85448,EUGÊNIO DE CASTRO,RS,POLACO,PP,ELEITO,1
42528,VERDELÂNDIA,MG,JARBAS,PSD,ELEITO,1
52531,SÃO JOÃO DO PARAÍSO,MG,SELMINHA,SOLIDARIEDADE,ELEITO,1
07480,CIDELÂNDIA,MA,FERNANDO TEIXEIRA,PP,ELEITO,1
92410,ARAGUAÍNA,TO,WAGNER ROGRIGUES,SOLIDARIEDADE,ELEITO,1
37052,MALHADA,BA,DR GIMMY,PT,ELEITO,1
88072,PUTINGA,RS,PAULO LIMA,PP,ELEITO,1
69191,PRADÓPOLIS,SP,SILVIO BUCHERA,PSDB,ELEITO,1
92517,AURILÂNDIA,GO,CIDA FURTADO,PL,ELEITO,1
51713,SANTANA DO DESERTO,MG,WALACE BARRIGA,DEM,ELEITO,1
56502,IBITIRAMA,ES,PAULO LEMOS,PSD,ELEITO,1
15911,FORQUILHA,CE,EDINARDO,PDT,ELEITO,1
44814,ESMERALDAS,MG,MARCELO NONATO,SOLIDARIEDADE,ELEITO,1
42315,CAMPOS GERAIS,MG,MIRO FALCÃO,PSDB,ELEITO,1
52094,SANTO ANTÔNIO DO RIO ABAIXO,MG,ALEXANDRE,PATRIOTA,ELEITO,1
58670,NOVA FRIBURGO,RJ,JOHNNY MAYCON,REPUBLICANOS,ELEITO,1
04677,INHANGAPI,PA,EGILASIO FEITOSA,DEM,ELEITO,1
73075,ANGICO,TO,CLEOFAN,PP,ELEITO,1
86193,CRUZ ALTA,RS,DRA. PAULA,MDB,ELEITO,1
96270,GUARAÍ,TO,FATIMA COELHO,DEM,ELEITO,1
46094,ILICÍNEA,MG,NIRLEI DO SINDICATO,PP,ELEITO,1
36250,ITAPÉ,BA,NAELITON,PP,ELEITO,1
71633,TAIAÇU,SP,MAURICIO DENDECO,DEM,ELEITO,1
15539,SÃO LUÍS DO CURU,CE,CHICO ABREU,PC do B,ELEITO,1
00680,CUJUBIM,RO,PEDRO FERNANDES,DEM,ELEITO,1
19038,AGUIAR,PB,TINTIN,PTB,ELEITO,1
74659,CAFEARA,PR,ELTON LAZARETTI,PDT,ELEITO,1
76813,MANOEL RIBAS,PR,CORONA,PMN,ELEITO,1
87815,PANAMBI,RS,DANIEL HINNAH,MDB,ELEITO,1
86231,DAVID CANABARRO,RS,LAURO ANTONIO BENEDETTI,CIDADANIA,ELEITO,1
87378,MARAU,RS,IURA,MDB,ELEITO,1
89960,RONDOLÂNDIA,MT,GUEDES,MDB,ELEITO,1
61590,ARAMINA,SP,MARIA,PSD,ELEITO,1
62081,BREJO ALEGRE,SP,RAFAEL DO VAVA,PV,ELEITO,1
64394,GENERAL SALGADO,SP,KATIAZÃO,PTB,ELEITO,1
19240,CARAÚBAS,PB,SILVANO DUDU,DEM,ELEITO,1
10901,NOVO SANTO ANTÔNIO,PI,ELISA PAZ,PT,ELEITO,1
50393,POMPÉU,MG,OZEAS,REPUBLICANOS,ELEITO,1
38296,RIACHO DE SANTANA,BA,TITO,PP,ELEITO,1
41696,BOTUMIRIM,MG,NANINHA,PSC,ELEITO,1
53473,SILVIANÓPOLIS,MG,HOMERO BRASIL,REPUBLICANOS,ELEITO,1
33537,BARRA,BA,ARTUR,PP,ELEITO,1
21393,PITIMBU,PB,JORGE,PDT,ELEITO,1
58858,RIO BONITO,RJ,LEANDRO PEIXE,REPUBLICANOS,ELEITO,1
98698,ITAÚBA,MT,TONINHO TIJOLINHO,PDT,ELEITO,1
93335,CUMARI,GO,JOÃO RIOS,PDT,ELEITO,1
37591,NOVA SOURE,BA,CASSINHO,PSD,ELEITO,1
38172,QUEIMADAS,BA,DR ANDRE,PT,ELEITO,1
23531,BUENOS AIRES,PE,FABINHO QUEIROZ,PSD,ELEITO,1
61247,PEDRINHAS PAULISTA,SP,FREDDIE NICOLAU,PTB,ELEITO,1
19429,SÃO DOMINGOS,PB,ADEILZA,PL,ELEITO,1
47457,LAGOA DOS PATOS,MG,VANDINHO,SOLIDARIEDADE,ELEITO,1
81779,JOAÇABA,SC,DIOCLÉSIO RAGNINI,PSDB,ELEITO,1
87653,NOVA PALMA,RS,ANDRE ROSSATO,MDB,ELEITO,1
08311,MATÕES,MA,FERDINANDO COUTINHO,DEM,ELEITO,1
42234,CAMPO BELO,MG,DR ALISSON,DEM,ELEITO,1
19119,ALHANDRA,PB,MARCELO RODRIGUES,MDB,ELEITO,1
07315,BARRA DO CORDA,MA,RIGO TELES,PL,ELEITO,1
33952,CAATIBA,BA,TANIA RIBEIRO,PSD,ELEITO,1
95893,SANTA TEREZINHA DE GOIÁS,GO,KARLA DO SILLAS,MDB,ELEITO,1
01473,TARAUACÁ,AC,MARIA LUCINÉIA,PDT,ELEITO,1
34894,CRAVOLÂNDIA,BA,IVETE,PSD,ELEITO,1
93149,GUARAÍTA,GO,ADNA,PP,ELEITO,1
71471,SUD MENNUCCI,SP,LIO DA CAMAC,REPUBLICANOS,ELEITO,1
83151,SÃO CARLOS,SC,RUDI SANDER,PP,ELEITO,1
64530,GUAPIARA,SP,MATHEUS FREITAS,DEM,ELEITO,1
07056,ALDEIAS ALTAS,MA,KEDSON,PL,ELEITO,1
98817,PEIXOTO DE AZEVEDO,MT,MAURICIO,PSD,ELEITO,1
69175,POTIRENDABA,SP,GI FRANZOTTI,PTB,ELEITO,1
66478,LOUVEIRA,SP,ESTANISLAU STECK,PSD,ELEITO,1
44458,DIVINÓPOLIS,MG,GLEIDSON AZEVEDO,PSC,ELEITO,1
45918,IBIAÍ,MG,SANDRA DE NILSIN,PTB,ELEITO,1
56693,MONTANHA,ES,ANDRÉ SAMPAIO,PSB,ELEITO,1
75302,ESPERANÇA NOVA,PR,EVERTON,PP,ELEITO,1
81078,FRAIBURGO,SC,WILSON RIBEIRO,DEM,ELEITO,1
86428,BOA VISTA DAS MISSÕES,RS,BETO,PDT,ELEITO,1
80586,LAJEADO GRANDE,SC,ANDERSON BIANCHI,PSL,ELEITO,1
31070,ARAUÁ,SE,DR FÁBIO,SOLIDARIEDADE,ELEITO,1
65374,ITAÍ,SP,ZÉ RAMIRO,PSDB,ELEITO,1
25038,PANELAS,PE,RUBEN,PSB,ELEITO,1
81361,IOMERÊ,SC,LUCI,PP,ELEITO,1
62596,BROTAS,SP,LEANDRO CORRÊA,DEM,ELEITO,1
64319,GABRIEL MONTEIRO,SP,COCA,PSDB,ELEITO,1
41564,SÃO FÉLIX DE MINAS,MG,MARCOS ALEXANDRE,PSL,ELEITO,1
42544,VEREDINHA,MG,EDILSON NUNES,PSDB,ELEITO,1
07951,GUIMARÃES,MA,OSVALDO GOMES,PDT,ELEITO,1
51195,RIO VERMELHO,MG,MARKÃO,PSD,ELEITO,1
92460,PALESTINA DE GOIÁS,GO,TALVANI,PSC,ELEITO,1
94013,ISRAELÂNDIA,GO,ADELÍCIA MOURA,PSC,ELEITO,1
92720,SIMOLÂNDIA,GO,DONA DETE,DEM,ELEITO,1
88544,MUITOS CAPÕES,RS,PROFESSORA RITA,DEM,ELEITO,1
20575,JUNCO DO SERIDÓ,PB,DR PAULO,DEM,ELEITO,1
40185,ENTRE FOLHAS,MG,AILTINHO,MDB,ELEITO,1
48151,MATIAS BARBOSA,MG,BETO LOPES,PP,ELEITO,1
58696,NOVA IGUAÇU,RJ,ROGERIO LISBOA,PP,ELEITO,1
85251,ARROIO GRANDE,RS,IVAN,PP,ELEITO,1
19330,BARRA DE SANTA ROSA,PB,NETO,DEM,ELEITO,1
27677,JACARÉ DOS HOMENS,AL,FLORIANO,MDB,ELEITO,1
16250,CAMPO GRANDE,RN,BIBI DE NENCA,MDB,ELEITO,1
71374,SETE BARRAS,SP,DEAN MARTINS,MDB,ELEITO,1
78395,SANTA AMÉLIA,PR,TONHÃO TAMAIS,PROS,ELEITO,1
79014,SENGÉS,PR,NELSON PEZINHO,PSD,ELEITO,1
58327,PORTO REAL,RJ,ALEXANDRE SERFIOTIS,PSD,ELEITO,1
70670,SANTO EXPEDITO,SP,NENÊ BETIO,PSDB,ELEITO,1
44490,DOM CAVATI,MG,JUNINHO DA SAÚDE,PSDB,ELEITO,1
38830,SÃO FRANCISCO DO CONDE,BA,CALMON,PP,ELEITO,1
91537,ROSÁRIO OESTE,MT,ALEX DA FARMÁCIA,SOLIDARIEDADE,ELEITO,1
58718,PARACAMBI,RJ,LUCIMAR DO DR. FLÁVIO,PL,ELEITO,1
85162,TERRA DE AREIA,RS,ALUISIO TEIXEIRA,MDB,ELEITO,1
48518,MONSENHOR PAULO,MG,LETÍCIA BELATO,MDB,ELEITO,1
47554,LAMBARI,MG,MARCELO DA VAN TACUNOIS,REPUBLICANOS,ELEITO,1
52515,SÃO JOÃO DO ORIENTE,MG,REGILAENE DO POSTO,MDB,ELEITO,1
12599,PORTO ALEGRE DO PIAUÍ,PI,MARCIO NEIVA,MDB,ELEITO,1
88331,SALVADOR DO SUL,RS,MARCO ECKERT,MDB,ELEITO,1
69817,RIO DAS PEDRAS,SP,MARQUINHO,PSB,ELEITO,1
64130,FERNANDO PRESTES,SP,RODRIGO RAVAZZI,PTB,ELEITO,1
41912,CACHOEIRA DA PRATA,MG,CLECINHO,REPUBLICANOS,ELEITO,1
11991,SÃO JOÃO DO PIAUÍ,PI,EDNEI,MDB,ELEITO,1
19054,ALAGOA GRANDE,PB,SOBRINHO,PP,ELEITO,1
74144,BOA ESPERANÇA DO IGUAÇU,PR,GIVA,PP,ELEITO,1
66770,MARACAÍ,SP,PAULINHO DA SAUDE,MDB,ELEITO,1
91847,PARANHOS,MS,DONIZETE VIARO,MDB,ELEITO,1
23418,BOM CONSELHO,PE,JOAO,PSB,ELEITO,1
28410,PIRANHAS,AL,TIAGO FREITAS,MDB,ELEITO,1
53112,SENADOR CORTES,MG,JOÃO LUCIO,PTB,ELEITO,1
00337,ALVORADA DO OESTE,RO,VANDERLEI CASA BELA,PV,ELEITO,1
38210,REMANSO,BA,MARCOS PALMEIRA,PC do B,ELEITO,1
34533,CHORROCHÓ,BA,HUMBERTO GOMES,PP,ELEITO,1
93718,GOIANÉSIA,GO,LEOZÃO DO RENATÃO,DEM,ELEITO,1
94854,NAZÁRIO,GO,FERRUJA,PODE,ELEITO,1
94358,JAUPACI,GO,LAERTE DOURADO,PP,ELEITO,1
85200,CAMPOS BORGES,RS,CLEONICE P DA PAIXÃO TOLEDO,MDB,ELEITO,1
69434,RAFARD,SP,FABINHO,PSL,ELEITO,1
21474,PRINCESA ISABEL,PB,RICARDO PEREIRA,CIDADANIA,ELEITO,1
40754,ARAPUÁ,MG,TERTO,PP,ELEITO,1
04375,BUJARU,PA,MIGUEL JUNIOR,MDB,ELEITO,1
91790,MUNDO NOVO,MS,VALDOMIRO SOBRINHO,PSDB,ELEITO,1
39276,TEODORO SAMPAIO,BA,BITINHO,PL,ELEITO,1
38865,SÃO JOSÉ DO JACUÍPE,BA,PERIS,PP,ELEITO,1
13331,AURORA,CE,MARCONE TAVARES,PSD,ELEITO,1
33405,APUAREMA,BA,ROGÉRIO,PP,ELEITO,1
21814,SÃO JOÃO DO CARIRI,PB,HELDER,DEM,ELEITO,1
70599,SANTO ANTÔNIO DA ALEGRIA,SP,DR RICARDO,PSD,ELEITO,1
81400,IBIAM,SC,JOARES TREVISOL,CIDADANIA,ELEITO,1
82473,PERITIBA,SC,PAULO JOSÉ DEITOS,PL,ELEITO,1
83119,SÃO BENTO DO SUL,SC,TOMAZINI,PSDB,ELEITO,1
