SG_UE,NM_UE,SG_UF,NM_URNA_CANDIDATO,SG_PARTIDO,DS_SIT_TOT_TURNO,NR_TURNO
10146,CALDEIRÃO GRANDE DO PIAUÍ,PI,FILIPE GONÇALVES,PSD,ELEITO,1
64610,GUARANI D'OESTE,SP,NILSON,PTB,ELEITO,1
80837,CONCÓRDIA,SC,PACHECO,PSDB,ELEITO,1
81604,FLOR DO SERTÃO,SC,SIDI,PSD,ELEITO,1
75205,CAMPO MAGRO,PR,CASAGRANDE,PSD,ELEITO,1
77496,PARANAVAÍ,PR,DELEGADO KIQ,PODE,ELEITO,1
91081,IPIRANGA DO NORTE,MT,GRAXA,DEM,ELEITO,1
16225,TIBAU,RN,LIDIANE,PSDB,ELEITO,1
81116,GOVERNADOR CELSO RAMOS,SC,MARQUINHO,PSD,ELEITO,1
93602,LAGOA SANTA,GO,NUCIA KELLY,CIDADANIA,ELEITO,1
74764,SANTA LÚCIA,PR,RENATO TONIDANDEL,MDB,ELEITO,1
87360,PICADA CAFÉ,RS,LUCIANO KLEIN,PTB,ELEITO,1
80284,SERRA ALTA,SC,RAFAÉL MARIN,DEM,ELEITO,1
91774,MIRASSOL D'OESTE,MT,HÉCTOR ALVARES,PSL,ELEITO,1
65196,IPAUSSU,SP,SERGINHO,PSDB,ELEITO,1
51373,SACRAMENTO,MG,BAGUÁ,MDB,ELEITO,1
34215,CANÁPOLIS,BA,DAU,AVANTE,ELEITO,1
92304,MARIANÓPOLIS DO TOCANTINS,TO,ISAIAS PIAGEM,DEM,ELEITO,1
83690,TURVO,SC,SANDRO,PP,ELEITO,1
83976,OTACÍLIO COSTA,SC,FABIANO BALDESSAR,MDB,ELEITO,1
34509,CATURAMA,BA,DR. PAULO MENDONÇA,PSD,ELEITO,1
21130,OURO VELHO,PB,DR AUGUSTO VALADARES,DEM,ELEITO,1
62308,GAVIÃO PEIXOTO,SP,ADRIANO,PTB,ELEITO,1
08320,SÃO JOÃO DO PARAÍSO,MA,BETO REGIS,PC do B,ELEITO,1
87009,MARIANA PIMENTEL,RS,RENATO,MDB,ELEITO,1
84891,CAPELA DE SANTANA,RS,ALFREDO MACHADO,PP,ELEITO,1
20818,MANAÍRA,PB,DR. MESSIAS SIMÃO,PSDB,ELEITO,1
73369,JAÚ DO TOCANTINS,TO,LUCIENE ARAUJO,PSD,ELEITO,1
25151,PEDRA,PE,JÚNIOR VAZ,AVANTE,ELEITO,1
79510,ALTÔNIA,PR,CLAUDENIR GERVASONE,PSD,ELEITO,1
08540,SUCUPIRA DO RIACHÃO,MA,WALTER AZEVEDO,DEM,ELEITO,1
45616,GUAPÉ,MG,NELSON LARA,PC do B,ELEITO,1
90093,ALTO PARAGUAI,MT,ADAIR,MDB,ELEITO,1
25917,TABIRA,PE,NICINHA DE DINCA,MDB,ELEITO,1
23612,CACHOEIRINHA,PE,IVALDO,PSB,ELEITO,1
56235,CACHOEIRO DE ITAPEMIRIM,ES,VICTOR COELHO,PSB,ELEITO,1
38750,SANTO ESTEVÃO,BA,ROGERIO,PT,ELEITO,1
09016,SANTA RITA,MA,DR HILTON,PMN,ELEITO,1
71552,TABATINGA,SP,DR. EDUARDO,DEM,ELEITO,1
73210,CENTENÁRIO,TO,FOCILIDES CARVALHO,PROS,ELEITO,1
91715,ARAL MOREIRA,MS,ALEXANDRINO GARCIA,PSDB,ELEITO,1
07609,GOVERNADOR EDISON LOBÃO,MA,PROFESSOR GERALDO BRAGA,PC do B,ELEITO,1
80233,ANTÔNIO CARLOS,SC,GERALDO PAULI,MDB,ELEITO,1
08567,TRIZIDELA DO VALE,MA,DR DEIBSON BALE,PDT,ELEITO,1
48119,MATERLÂNDIA,MG,JOVENTINO,PDT,ELEITO,1
16241,SANTA MARIA,RN,DR RANIERY,PP,ELEITO,1
09075,SÃO BENTO,MA,DINO PENHA,PL,ELEITO,1
07382,CAMPESTRE DO MARANHÃO,MA,FERNANDO BERMUDA,PSB,ELEITO,1
10189,COIVARAS,PI,MARCELINO,PT,ELEITO,1
37427,MULUNGU DO MORRO,BA,EDIMARIO BOAVENTURA,PSB,ELEITO,1
14036,GUARAMIRANGA,CE,ROBERLANDIA FERREIRA,PDT,ELEITO,1
58440,ITATIAIA,RJ,IRINEU NOGUEIRA,PTB,ELEITO,1
77119,MUNHOZ DE MELO,PR,DR MARCONDES,PL,ELEITO,1
98752,NOVA CANAÃ DO NORTE,MT,RUBÃO,PDT,ELEITO,1
41459,BOCAIÚVA,MG,ROBERTÃO,AVANTE,ELEITO,1
42102,GAMELEIRAS,MG,GILMAR RODRIGUES,PATRIOTA,ELEITO,1
48275,MEDINA,MG,VAVÁ,REPUBLICANOS,ELEITO,1
46434,ITAGUARA,MG,DONIZETE CHUMBINHO,PSDB,ELEITO,1
57959,VARGEM ALTA,ES,ELIESER,MDB,ELEITO,1
04189,IPIXUNA DO PARÁ,PA,ARTEMES OLIVEIRA,PSD,ELEITO,1
49751,PEDRA DO ANTA,MG,EDUARDO VIANA,PL,ELEITO,1
73423,CARRASCO BONITO,TO,NEGO DO FOGUIM,DEM,ELEITO,1
13161,CHOROZINHO,CE,DR JÚNIOR,PDT,ELEITO,1
05657,VISEU,PA,NETO,PL,ELEITO,1
10553,CONCEIÇÃO DO CANINDÉ,PI,MIRIM,PSD,ELEITO,1
35394,IBIASSUCÊ,BA,ADAUTO,DEM,ELEITO,1
08699,PINHEIRO,MA,LUCIANO GENÉSIO,PP,ELEITO,1
21890,SÃO JOSÉ DE ESPINHARAS,PB,NETTO GOMES,PP,ELEITO,1
56073,ANCHIETA,ES,FABRÍCIO PETRI,PSB,ELEITO,1
12025,SÃO JOÃO DA VARJOTA,PI,ZÉ BARBOSA,PP,ELEITO,1
53350,SERRA DO SALITRE,MG,JOCA,AVANTE,ELEITO,1
95613,POSSE,GO,DR HELDER,SOLIDARIEDADE,ELEITO,1
42757,CARMÉSIA,MG,ATOS,PSDB,ELEITO,1
52310,SÃO GERALDO DA PIEDADE,MG,EDNA DIRETORA,CIDADANIA,ELEITO,1
99031,FIGUEIRÓPOLIS D'OESTE,MT,EDUARDO,REPUBLICANOS,ELEITO,1
76937,MARIÓPOLIS,PR,MARIO PAULEK,PL,ELEITO,1
79138,TEIXEIRA SOARES,PR,LULA THOMAZ,PSD,ELEITO,1
80950,DESCANSO,SC,BONAMIGO,PT,ELEITO,1
83534,TANGARÁ,SC,BITINHA,REPUBLICANOS,ELEITO,1
41122,NINHEIRA,MG,BIA,MDB,ELEITO,1
34355,CANSANÇÃO,BA,VILMA GOMES,DEM,ELEITO,1
35572,IBIRAPUÃ,BA,CALIXTO,PP,ELEITO,1
92673,BOM JARDIM DE GOIÁS,GO,ODAIR DO ODÉLIO,DEM,ELEITO,1
79570,CÉU AZUL,PR,LAURINDO SPEROTTO,PP,ELEITO,1
93971,IPAMERI,GO,JANINHO PACHECO,PODE,ELEITO,1
71919,TIETÊ,SP,VLAMIR SANDEI,PSDB,ELEITO,1
02496,JUTAÍ,AM,PEDRINHO,PDT,ELEITO,1
33553,BARRA DA ESTIVA,BA,JOÃO DE DIDI,PP,ELEITO,1
23310,BELÉM DO SÃO FRANCISCO,PE,GUSTAVO CARIBÉ,MDB,ELEITO,1
71854,TEJUPÁ,SP,VALTINHO BORANELLI,PSDB,ELEITO,1
47430,LAGOA DA PRATA,MG,DI GIANNE PROFESSOR,CIDADANIA,ELEITO,1
55042,NOVO HORIZONTE DO SUL,MS,GUGA,PSDB,ELEITO,1
58815,PORCIÚNCULA,RJ,LÉO COUTINHO,SOLIDARIEDADE,ELEITO,1
42277,CAMPO FLORIDO,MG,RENATINHO,PSD,ELEITO,1
19542,SÃO JOSÉ DO BREJO DO CRUZ,PB,ANA MARIA,PL,ELEITO,1
04839,MARABÁ,PA,TIÃO MIRANDA,PSD,ELEITO,1
05177,PORTO DE MOZ,PA,BERG TRABALHO CAMPOS,PTB,ELEITO,1
23019,AFOGADOS DA INGAZEIRA,PE,SANDRINHO PALMEIRA,PSB,ELEITO,1
00728,PRIMAVERA DE RONDÔNIA,RO,EDUARDO BERTOLETTI,REPUBLICANOS,ELEITO,1
22411,UMBUZEIRO,PB,NIVALDO,CIDADANIA,ELEITO,1
56570,ITARANA,ES,VANDER ENFERMEIRO,PTB,ELEITO,1
58572,MIGUEL PEREIRA,RJ,ANDRÉ PORTUGUÊS,PSC,ELEITO,1
82066,MAREMA,SC,MAURI DAL BELLO,PP,ELEITO,1
70491,SANTA RITA D'OESTE,SP,OSMARZINHO DA OFICINA,REPUBLICANOS,ELEITO,1
10634,CURIMATÁ,PI,VALDECIR JUNIOR,PP,ELEITO,1
18970,VIÇOSA,RN,RAMON,REPUBLICANOS,ELEITO,1
23205,ARAÇOIABA,PE,JOGLI UCHÔA,DEM,ELEITO,1
63312,CERQUILHO,SP,ALDO,PSDB,ELEITO,1
14273,ITAPAJÉ,CE,DRA. GORETE,PSD,ELEITO,1
08281,SÃO FRANCISCO DO BREJÃO,MA,RONEI ALENCAR,PSL,ELEITO,1
74063,OURO VERDE DO OESTE,PR,GUGU,CIDADANIA,ELEITO,1
35912,IRARÁ,BA,DERIVALDO PINTO,PT,ELEITO,1
63150,CARDOSO,SP,TUCURA,PSD,ELEITO,1
34339,CÂNDIDO SALES,BA,DOUTOR MAURILIO,PSD,ELEITO,1
02135,BENJAMIN CONSTANT,AM,DAVID BEMERGUY,MDB,ELEITO,1
40401,MAMONAS,MG,VALDECI,PTB,ELEITO,1
15440,SALITRE,CE,DODO DE NEOCLIDES,PROS,ELEITO,1
43079,CATAS ALTAS DA NORUEGA,MG,PAULINHO TIAGO,PMN,ELEITO,1
31810,MOITA BONITA,SE,DR VAGNER,PSB,ELEITO,1
31593,ITABAIANINHA,SE,DANILO DE JOALDO,DEM,ELEITO,1
71331,SERRA NEGRA,SP,ELMIR CHEDID,DEM,ELEITO,1
65030,IGARAPAVA,SP,ZÉ RICARDO,MDB,ELEITO,1
43850,COROMANDEL,MG,FERNANDO BRENO,PATRIOTA,ELEITO,1
46671,ITAPAGIPE,MG,RICARDO GARCIA,AVANTE,ELEITO,1
12300,RIACHO FRIO,PI,JABES JUNIOR,PP,ELEITO,1
39390,UAUÁ,BA,MARCOS LOBO,PDT,ELEITO,1
00787,PIMENTEIRAS DO OESTE,RO,VALERIA GARCIA,PP,ELEITO,1
94137,ITAPACI,GO,MARIO MACACO,PSDB,ELEITO,1
59072,SAPUCAIA,RJ,BRENINHO,PTB,ELEITO,1
16675,EQUADOR,RN,PROFESSOR CLETSON,PSD,ELEITO,1
00299,ROLIM DE MOURA,RO,ALDO JULIO,MDB,ELEITO,1
47970,MARIA DA FÉ,MG,ADILSON DOS SANTOS,PTB,ELEITO,1
90522,CLÁUDIA,MT,ALTAMIR KURTEN,PSDB,ELEITO,1
25593,SÃO BENTO DO UNA,PE,ALEXANDRE BATITÉ,MDB,ELEITO,1
33596,BARRA DO MENDES,BA,TONHO,PDT,ELEITO,1
93173,CORUMBÁ DE GOIÁS,GO,CHICO VACA,PL,ELEITO,1
94277,IVOLÂNDIA,GO,DR JUNIOR,DEM,ELEITO,1
04480,NOVA ESPERANÇA DO PIRIÁ,PA,ALCINEIA FERRO,MDB,ELEITO,1
21750,SANTA RITA,PB,DR EMERSON PANTA,PP,ELEITO,1
56812,PINHEIROS,ES,ARNOBIO PINHEIRO,CIDADANIA,ELEITO,1
48330,MESQUITA,MG,RONALDO,PSDB,ELEITO,1
50199,PIRANGUINHO,MG,HELENA,DEM,ELEITO,1
53732,TIMÓTEO,MG,DOUGLAS WILLKYS,PSB,ELEITO,1
90603,LUCAS DO RIO VERDE,MT,MIGUEL VAZ,CIDADANIA,ELEITO,1
32298,SANTA ROSA DE LIMA,SE,JÚNIOR MACARRÃO,PSD,ELEITO,1
73245,BRASILÂNDIA DO TOCANTINS,TO,RICARDO DIAS,PSC,ELEITO,1
58459,LAJE DO MURIAÉ,RJ,NETINHO DO DINÉSIO,PL,ELEITO,1
44032,CRISTAIS,MG,DJALMA CARVALHO,DEM,ELEITO,1
02593,MARAÃ,AM,PR. EDIR CASTELO BRANCO,REPUBLICANOS,ELEITO,1
36838,LAMARÃO,BA,PRÓ NINHA,PT,ELEITO,1
12343,CAJAZEIRAS DO PIAUÍ,PI,ALBERTO,PP,ELEITO,1
82759,PRESIDENTE GETÚLIO,SC,NELSON VIRTUOSO,MDB,ELEITO,1
32158,RIACHÃO DO DANTAS,SE,SIMONE DE DONA RAIMUNDA,PSD,ELEITO,1
73407,LAJEADO,TO,JUNIOR BANDEIRA,MDB,ELEITO,1
86673,FREDERICO WESTPHALEN,RS,PANOSSO,MDB,ELEITO,1
68551,PIACATU,SP,RICARDO LEMES,PSDB,ELEITO,1
02674,NOVO ARIPUANÃ,AM,JOCIONE SOUZA,PSDB,ELEITO,1
40193,ÁGUAS VERMELHAS,MG,NILSON CAMPOS,AVANTE,ELEITO,1
23990,CUPIRA,PE,ZÉ MARIA ,DEM,ELEITO,1
85006,TRINDADE DO SUL,RS,SEGALLA,PT,ELEITO,1
72176,URÂNIA,SP,MÁRCIO ARJOL,PSDB,ELEITO,1
85510,BRAGA,RS,PORTELA,MDB,ELEITO,1
16713,EXTREMOZ,RN,JUSSARA SALES,PROS,ELEITO,1
51110,RIO PARDO DE MINAS,MG,TUQUINHA,PSC,ELEITO,1
90271,ARIPUANÃ,MT,SELUIR,PSDB,ELEITO,1
85170,ARATIBA,RS,GILBERTO LUIZ HENDGES,PSD,ELEITO,1
93386,AMARALINA,GO,DASIO,PDT,ELEITO,1
62405,PAULISTÂNIA,SP,PAULO,MDB,ELEITO,1
10618,CRISTINO CASTRO,PI,FELIPE DIAS,PT,ELEITO,1
24538,ITAPETIM,PE,ADELMO MOURA,PSB,ELEITO,1
76619,LEÓPOLIS,PR,SANDRINHO,PSD,ELEITO,1
21016,NAZAREZINHO,PB,MARCELO VALE,CIDADANIA,ELEITO,1
13307,OCARA,CE,AMALIA,PP,ELEITO,1
31674,JAPOATÃ,SE,CARECA DA SAMAM,PL,ELEITO,1
34614,COCOS,BA,DR MARCELO,PL,ELEITO,1
89346,PAULO BENTO,RS,GABRIEL JEVINSKI,MDB,ELEITO,1
47210,JOANÉSIA,MG,AIKEN,PDT,ELEITO,1
31437,FEIRA NOVA,SE,JEAN DE GERINO,PT,ELEITO,1
14893,NOVO ORIENTE,CE,NENEN COELHO,SOLIDARIEDADE,ELEITO,1
39748,MADRE DE DEUS,BA,DAILTON FILHO,PSB,ELEITO,1
76910,MARINGÁ,PR,ULISSES MAIA,PSD,ELEITO,1
94099,ITAGUATINS,TO,IVONEIDE BARRETO,PL,ELEITO,1
98558,UMIRIM,CE,FELIPE UCHÔA,PSD,ELEITO,1
98094,SÃO GABRIEL DO OESTE,MS,JEFERSON TOMAZONI,PSDB,ELEITO,1
87971,PLANALTO,RS,CRISTIANO GNOATTO,MDB,ELEITO,1
81167,ERMO,SC,PAULINHO,MDB,ELEITO,1
98019,BODOQUENA,MS,KAZU,PSDB,ELEITO,1
14338,ITATIRA,CE,ZÉ DIVAL,PP,ELEITO,1
10057,ALTO LONGÁ,PI,HENRIQUE CESAR,PSD,ELEITO,1
33391,ARACATU,BA,BRAULINA,REPUBLICANOS,ELEITO,1
86452,ESMERALDA,RS,PROFESSOR JOÃO PEREIRA,PP,ELEITO,1
87580,SALVADOR DAS MISSÕES,RS,VILSON SCHONS,PP,ELEITO,1
73520,LUZINÓPOLIS,TO,JOÃO PORTUGUÊS,PODE,ELEITO,1
43958,CÓRREGO DANTA,MG,EDNEI,CIDADANIA,ELEITO,1
22330,TAVARES,PB,CÔCO DE ODÁLIO,REPUBLICANOS,ELEITO,1
93351,DAMIANÓPOLIS,GO,ANDREIA DE FABIM,PDT,ELEITO,1
08753,POÇÃO DE PEDRAS,MA,FRANCISCO PINHEIRO,PDT,ELEITO,1
75558,FLORESTA,PR,DÊ,PSD,ELEITO,1
77917,PRUDENTÓPOLIS,PR,OSNEI,DEM,ELEITO,1
80799,CAXAMBU DO SUL,SC,GLAUBER BURTET,PT,ELEITO,1
92231,ANHANGÜERA,GO,MARCELO PAIVA,MDB,ELEITO,1
81582,BANDEIRANTE,SC,BIEGELMEIER,PT,ELEITO,1
82791,QUILOMBO,SC,SILVANO DE PARIZ,PSL,ELEITO,1
63010,CÂNDIDO MOTA,SP,ERALDO ENFERMEIRO,PL,ELEITO,1
86096,COLORADO,RS,CELSO GOBBI,PDT,ELEITO,1
00647,RIO CRESPO,RO,LEZÃO,PSD,ELEITO,1
51950,SANTA VITÓRIA,MG,SALIM CURI,MDB,ELEITO,1
76058,IPORÃ,PR,SERGIO BORGES,PSDB,ELEITO,1
37877,PIATÃ,BA,MARCOS PAULO,PDT,ELEITO,1
65471,ITAPETININGA,SP,SIMONE MARQUETTO,MDB,ELEITO,1
65838,ITUVERAVA,SP,LUIZ ARAUJO,CIDADANIA,ELEITO,1
70734,SÃO BENTO DO SAPUCAÍ,SP,ANA CATARINA,PP,ELEITO,1
73067,CACHOEIRINHA,TO,PAULO MACEDO,DEM,ELEITO,1
24155,FREI MIGUELINHO,PE,ADRIANA ASSUNÇÃO,PSB,ELEITO,1
05754,URUARÁ,PA,GILSINHO BRANDÃO,MDB,ELEITO,1
93084,NOVA IGUAÇU DE GOIÁS,GO,ZÉ DO ANDRÉ,PP,ELEITO,1
24570,JABOATÃO DOS GUARARAPES,PE,ANDERSON FERREIRA,PL,ELEITO,1
12505,SÃO FRANCISCO DE ASSIS DO PIAUÍ,PI,JOSIMAR - JÓ,PP,ELEITO,1
58289,SÃO FRANCISCO DE ITABAPOANA,RJ,FRANCIMARA,SOLIDARIEDADE,ELEITO,1
63436,COLÔMBIA,SP,TUTA,PTB,ELEITO,1
85111,ALVORADA,RS,APPOLO,MDB,ELEITO,1
21156,PASSAGEM,PB,NEGÃO,AVANTE,ELEITO,1
10626,BELA VISTA DO PIAUÍ,PI,NETO,PT,ELEITO,1
42455,CAPELINHA,MG,TADEUZINHO,PSC,ELEITO,1
58424,SEROPÉDICA,RJ,PROFESSOR LUCAS,PSC,ELEITO,1
67210,MONÇÕES,SP,TOLA,MDB,ELEITO,1
49492,PASSABÉM,MG,RONALDO SÁ,PL,ELEITO,1
64491,GUAÍRA,SP,JUNÃO,MDB,ELEITO,1
25879,SOLIDÃO,PE,DJALMA DA PADARIA,PSB,ELEITO,1
37931,PINDOBAÇU,BA,DR DAVI,PP,ELEITO,1
41491,BOM JARDIM DE MINAS,MG,LAÉRCIO,MDB,ELEITO,1
13919,FRECHEIRINHA,CE,HELTON LUIS,PDT,ELEITO,1
80772,CATANDUVAS,SC,DORIVAL,MDB,ELEITO,1
19895,CONCEIÇÃO,PB,SAMUEL LACERDA,PSDB,ELEITO,1
41556,BOM JESUS DO GALHO,MG,PADRE ANÍBAL,PT,ELEITO,1
92240,GOIANORTE,TO,NEGA,SOLIDARIEDADE,ELEITO,1
23167,CARNAUBEIRA DA PENHA,PE,ELIZINHO,MDB,ELEITO,1
64750,GUARUJÁ,SP,DR. VÁLTER SUMAN,PSB,ELEITO,1
67873,ORLÂNDIA,SP,DR SERGIO BORDIN,MDB,ELEITO,1
40908,VARGEM ALEGRE,MG,CILINHA,PSD,ELEITO,1
90778,GENERAL CARNEIRO,MT,MARCELO DE AQUINO,PL,ELEITO,1
80527,GUATAMBÚ,SC,LUIZ CLOVIS,PSDB,ELEITO,1
08214,LORETO,MA,GERMANO COELHO,REPUBLICANOS,ELEITO,1
07790,FORTALEZA DOS NOGUEIRAS,MA,NATANZINHO,PP,ELEITO,1
81760,BARRA BONITA,SC,AGNALDO DERESZ,MDB,ELEITO,1
63959,ECHAPORÃ,SP,GUSTAVO,MDB,ELEITO,1
34479,CATOLÂNDIA,BA,GIOVANNI,PSDB,ELEITO,1
12084,ALVORADA DO GURGUÉIA,PI,LÉCIO GUSTAVO,MDB,ELEITO,1
93955,INHUMAS,GO,DR JOÃO ANTÔNIO,PSD,ELEITO,1
31712,LARANJEIRAS,SE,JUCA,MDB,ELEITO,1
89001,ALMIRANTE TAMANDARÉ DO SUL,RS,ADIR GIACOMINI,PP,ELEITO,1
62162,QUADRA,SP,LHEONIDES DO CARLÃO,DEM,ELEITO,1
90646,NOVA MUTUM,MT,LEANDRO FÉLIX,PSL,ELEITO,1
42196,CAMPESTRE,MG,MARQUINHO TURQUINHO,DEM,ELEITO,1
06068,CUTIAS,AP,PROFESSOR AMANAJÁS,PROS,ELEITO,1
08206,SANTA FILOMENA DO MARANHÃO,MA,SALOMÃO,PP,ELEITO,1
07811,FORTUNA,MA,SEBASTIÃO,PTB,ELEITO,1
81698,JABORÁ,SC,FREITAS,PSL,ELEITO,1
10014,AGRICOLÂNDIA,PI,ITALO ALENCAR,MDB,ELEITO,1
58432,ITAPERUNA,RJ,ALFREDÃO,PSD,ELEITO,1
75752,GUAPIRAMA,PR,DUDU,PSD,ELEITO,1
84930,FAGUNDES VARELA,RS,NELTON CONTE,MDB,ELEITO,1
64653,GUARARAPES,SP,TAREK,PTB,ELEITO,1
95559,PORANGATU,GO,VANUZA VALADARES,PODE,ELEITO,1
04499,CHAVES,PA,PASTOR ZEQUINHA,PTB,ELEITO,1
39730,LAPÃO,BA,MARCIO MESSIAS,PSD,ELEITO,1
12386,JOÃO COSTA,PI,ZÉ NETO,PSD,ELEITO,1
61603,ITAOCA,SP,TRANNIN,DEM,ELEITO,1
41980,CUPARAQUE,MG,ROGÉRIO MENDES,REPUBLICANOS,ELEITO,1
39810,PÉ DE SERRA,BA,EDGAR MIRANDA,PSD,ELEITO,1
80411,BARRA VELHA,SC,DOUGLAS,PL,ELEITO,1
41963,CRISÓLITA,MG,RONALDO COSTA ,PT,ELEITO,1
58394,ITAGUAÍ,RJ,DR RUBÃO,PODE,ELEITO,1
89010,SAPUCAIA DO SUL,RS,VOLMIR RODRIGUES GORDO AGENDÃO,PP,ELEITO,1
65617,ITAPURA,SP,FABIO DOURADO,PP,ELEITO,1
00159,JARU,RO,JOÃO GONÇALVES JR,PSDB,ELEITO,1
20001,SANTA CECÍLIA,PB,MARCÍLIO FARIAS,CIDADANIA,ELEITO,1
64890,IBIRÁ,SP,EDVARD COLOMBO,PSDB,ELEITO,1
95753,SANCLERLÂNDIA,GO,ITAMAR LEÃO,PSDB,ELEITO,1
10197,ARRAIAL,PI,ALDEMES,PP,ELEITO,1
19275,DAMIÃO,PB,SIMONE,CIDADANIA,ELEITO,1
89230,TAPERA,RS,VOLMAR HELMUT KUHN,MDB,ELEITO,1
41203,OLHOS D'ÁGUA,MG,RONE,PP,ELEITO,1
42838,CARMO DO CAJURU,MG,EDSON VILELA,PSB,ELEITO,1
62170,BATATAIS,SP,JUNINHO GASPAR,PP,ELEITO,1
53317,SERRA DA SAUDADE,MG,ALAOR MACHADO,PP,ELEITO,1
31356,NOSSA SENHORA APARECIDA,SE,JEANE DA FARMÁCIA,PL,ELEITO,1
42226,IMBÉ DE MINAS,MG,BATISTA DO SINDICATO,PT,ELEITO,1
91731,ELDORADO,MS,LÉO,PATRIOTA,ELEITO,1
75698,GOIOERÊ,PR,BETINHO LIMA,PSD,ELEITO,1
91650,TRÊS LAGOAS,MS,ANGELO GUERREIRO,PSDB,ELEITO,1
42650,CARANGOLA,MG,SILAS VIEIRA,REPUBLICANOS,ELEITO,1
80152,ANCHIETA,SC,IVAN JOSÉ CANCI,PT,ELEITO,1
65994,JAMBEIRO,SP,CASQUINHA,SOLIDARIEDADE,ELEITO,1
67318,MONTE AZUL PAULISTA,SP,MARCELO OTAVIANO,MDB,ELEITO,1
77658,PINHÃO,PR,ZE VITORINO,PSB,ELEITO,1
90255,ARENÁPOLIS,MT,EDER MARQUIS,PP,ELEITO,1
33375,APORÁ,BA,CARINE DE ATAÍDE,PP,ELEITO,1
40665,SANTA RITA DE MINAS,MG,ADEMILSON,PSDB,ELEITO,1
77313,PAIÇANDU,PR,ISMAEL BATISTA,DEM,ELEITO,1
15490,SÃO GONÇALO DO AMARANTE,CE,PROFESSOR MARCELÃO,PROS,ELEITO,1
58173,CAMBUCI,RJ,MARQUINHO DA VENDA,SOLIDARIEDADE,ELEITO,1
15598,SOBRAL,CE,IVO GOMES,PDT,ELEITO,1
71994,TRÊS FRONTEIRAS,SP,BIM BELÃO,PSDB,ELEITO,1
72192,URU,SP,ROBSON FORTE,PSDB,ELEITO,1
10529,SÃO JOSÉ DO DIVINO,PI,PROFESSOR ASSIS CARVALHO,MDB,ELEITO,1
78654,SANTO INÁCIO,PR,DRA GENY,PV,ELEITO,1
17035,BOA SAÚDE,RN,DR WELLINGTON,PSDB,ELEITO,1
86290,DOM PEDRITO,RS,MÁRIO AUGUSTO,PP,ELEITO,1
38946,SAUBARA,BA,MARCIA DE BOLINHA,AVANTE,ELEITO,1
36811,LAJEDINHO,BA,ANTONIO MÁRIO,PSD,ELEITO,1
74756,CAMPINA DA LAGOA,PR,DR. MILTON,PSC,ELEITO,1
12157,SIMPLÍCIO MENDES,PI,MÁRCIO MOURA,PSD,ELEITO,1
02518,LÁBREA,AM,GEAN BARROS,MDB,ELEITO,1
90212,AQUIDAUANA,MS,ODILON RIBEIRO,PSDB,ELEITO,1
80390,BALNEÁRIO CAMBORIÚ,SC,FABRÍCIO OLIVEIRA,PODE,ELEITO,1
85553,CAÇAPAVA DO SUL,RS,GIOVANI AMESTOY DA SILVA,PDT,ELEITO,1
43192,CHALÉ,MG,CARLINHO,PSDB,ELEITO,1
92827,RIO QUENTE,GO,ANA PAULA,SOLIDARIEDADE,ELEITO,1
18015,POÇO BRANCO,RN,EDINHO,PROS,ELEITO,1
96776,SANTO ANTÔNIO DO DESCOBERTO,GO,ALEANDRO CALDATO,DEM,ELEITO,1
89095,SERAFINA CORRÊA,RS,BIANCHET,MDB,ELEITO,1
85936,CARLOS BARBOSA,RS,KIRCH,PP,ELEITO,1
36978,MACAÚBAS,BA,ALOISIO,DEM,ELEITO,1
38067,PONTO NOVO,BA,THIAGO GILLENO,PSD,ELEITO,1
32310,SANTO AMARO DAS BROTAS,SE,PAULO CÉSAR,AVANTE,ELEITO,1
75426,GUAMIRANGA,PR,MARCOS CHIARADIA MARCO DO POVO,PSL,ELEITO,1
58297,CORDEIRO,RJ,LEONAN,PSC,ELEITO,1
80896,CRICIÚMA,SC,SALVARO,PSDB,ELEITO,1
63592,COSMORAMA,SP,BIGO,PP,ELEITO,1
04332,BRAGANÇA,PA,RAIMUNDÃO,PSDB,ELEITO,1
65455,ITAPECERICA DA SERRA,SP,DOUTOR NAKANO,PL,ELEITO,1
56189,SOORETAMA,ES,ALESSANDRO BRODEL,REPUBLICANOS,ELEITO,1
87173,IVOTI,RS,MARTIN,PP,ELEITO,1
91235,NOVA ANDRADINA,MS,GILBERTO GARCIA,PL,ELEITO,1
05738,RONDON DO PARÁ,PA,ADRIANA ANDRADE,MDB,ELEITO,1
92258,ANICUNS,GO,PAULINHO DO BARREIRÃO,DEM,ELEITO,1
12696,COCAL DOS ALVES,PI,OSMAR VIEIRA,PT,ELEITO,1
08877,RIACHÃO,MA,RUGGERO FELIPE,PATRIOTA,ELEITO,1
40967,LEME DO PRADO,MG,JOSY CORDEIRO,PODE,ELEITO,1
62260,TAQUARAL,SP,PAULINHO CARDOSO,MDB,ELEITO,1
45519,GOUVEIA,MG,TONINHO,MDB,ELEITO,1
43591,CONGONHAS,MG,DR CLÁUDIO  DINHO,MDB,ELEITO,1
90891,ITAPORÃ,MS,MARCOS PACCO,PSDB,ELEITO,1
61530,APIAÍ,SP,SERGIO DA PADARIA,PSD,ELEITO,1
61107,GUATAPARÁ,SP,PAI DO IRMÃO AILTON,PL,ELEITO,1
33812,BOQUIRA,BA,LUCIANO DA FARMÁCIA,PSB,ELEITO,1
